lista_num,lista_nome,candidato_sindaco_num,candidato_sindaco_nome,candidato_num,candidato_nome
18,Per Molfetta,2,PIETRO MASTROPASQUA,4,Ciccolella Lucia
18,Per Molfetta,2,PIETRO MASTROPASQUA,5,Clemente Emanuela
18,Per Molfetta,2,PIETRO MASTROPASQUA,6,De Bari Luigi
18,Per Molfetta,2,PIETRO MASTROPASQUA,7,De Gennaro Maria Domenica Detta Menica
18,Per Molfetta,2,PIETRO MASTROPASQUA,8,De Laurentiis Alessandro Libero Detto Ale
18,Per Molfetta,2,PIETRO MASTROPASQUA,9,Del Vescovo Jessica
18,Per Molfetta,2,PIETRO MASTROPASQUA,10,De Palma Daniele
18,Per Molfetta,2,PIETRO MASTROPASQUA,11,De Stena Donato
18,Per Molfetta,2,PIETRO MASTROPASQUA,12,De Zio Claudio
18,Per Molfetta,2,PIETRO MASTROPASQUA,13,Gadaleta Francesca
18,Per Molfetta,2,PIETRO MASTROPASQUA,14,Giorgio Dante
18,Per Molfetta,2,PIETRO MASTROPASQUA,15,Giovine Marino Luciano
18,Per Molfetta,2,PIETRO MASTROPASQUA,16,La Forgia Gianmauro
18,Per Molfetta,2,PIETRO MASTROPASQUA,17,La Grasta Michele
18,Per Molfetta,2,PIETRO MASTROPASQUA,18,Losito Angelo
18,Per Molfetta,2,PIETRO MASTROPASQUA,19,Minervini Michela
18,Per Molfetta,2,PIETRO MASTROPASQUA,20,Mirto Damiana
18,Per Molfetta,2,PIETRO MASTROPASQUA,21,Modugno Gabriella
18,Per Molfetta,2,PIETRO MASTROPASQUA,22,Paparella Elisabetta
18,Per Molfetta,2,PIETRO MASTROPASQUA,23,Petruzzella Anna Lisa
18,Per Molfetta,2,PIETRO MASTROPASQUA,24,Tattoli Antonella
19,Fare Comune,2,PIETRO MASTROPASQUA,1,Accettura Roberto
19,Fare Comune,2,PIETRO MASTROPASQUA,2,Allegretta Ignazio Antonio
19,Fare Comune,2,PIETRO MASTROPASQUA,3,Altamura Pietro
19,Fare Comune,2,PIETRO MASTROPASQUA,4,Angione Marta Maria
19,Fare Comune,2,PIETRO MASTROPASQUA,5,Annese Michele
19,Fare Comune,2,PIETRO MASTROPASQUA,6,Azzollini Gabriella
19,Fare Comune,2,PIETRO MASTROPASQUA,7,Barile Natale Gerardo
19,Fare Comune,2,PIETRO MASTROPASQUA,8,Binetti Angela Daniela
19,Fare Comune,2,PIETRO MASTROPASQUA,9,Bovino Alessandro
19,Fare Comune,2,PIETRO MASTROPASQUA,10,Brio Damiano
19,Fare Comune,2,PIETRO MASTROPASQUA,11,Coviello Maurangelo
19,Fare Comune,2,PIETRO MASTROPASQUA,12,De Marco Valeria
19,Fare Comune,2,PIETRO MASTROPASQUA,13,De Nicolo Giuseppina Danila
19,Fare Comune,2,PIETRO MASTROPASQUA,14,Del Vecchio Anna Antonia
19,Fare Comune,2,PIETRO MASTROPASQUA,15,Gaudio Salvatore Roberto
19,Fare Comune,2,PIETRO MASTROPASQUA,16,Mastropasqua Gabriele
19,Fare Comune,2,PIETRO MASTROPASQUA,17,Murolo Annamaria
19,Fare Comune,2,PIETRO MASTROPASQUA,18,Muschitiello Raffaele
19,Fare Comune,2,PIETRO MASTROPASQUA,19,Petruzzella Giovanni
19,Fare Comune,2,PIETRO MASTROPASQUA,20,Rana Michele
19,Fare Comune,2,PIETRO MASTROPASQUA,21,Sasso Grazia
19,Fare Comune,2,PIETRO MASTROPASQUA,22,Scotti Pietro
19,Fare Comune,2,PIETRO MASTROPASQUA,23,Spadavecchia Stefano
19,Fare Comune,2,PIETRO MASTROPASQUA,24,Veneziano Vito
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,1,Allegretta Giulio
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,2,Altomare Maria
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,3,Azzollini Angela Maria
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,4,Barbolla Francesca
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,5,Binetti Alessia
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,6,Cilardi Pietro
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,7,De Bari Adriana
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,8,De Candia Mauro
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,9,De Gennaro Nunzia Marica
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,10,De Gioia Giuseppe
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,11,De Iudicibus Antonio Giuseppe
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,12,De Musso Domenico
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,13,De Simone Giovanni Battista
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,14,Fasciano Marta
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,15,Galdino Pasquale
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,16,Lafranceschina Antonella
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,17,Lapendola Niccolò Maria Bruno
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,18,Minervini Pietro
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,19,Petruzzella Leonardo
20,Azzollini Per Logrieco Sindaco,3,ADAMO LOGRIECO,20,Piccolo Salvatore
21,Udc,3,ADAMO LOGRIECO,1,Zaccaria Leonardo
21,Udc,3,ADAMO LOGRIECO,2,Secchi Rosalba Anna
21,Udc,3,ADAMO LOGRIECO,3,Valente Giuseppe
21,Udc,3,ADAMO LOGRIECO,4,Veneziano Francesco Ignazio
21,Udc,3,ADAMO LOGRIECO,5,Tattoli Corrado
21,Udc,3,ADAMO LOGRIECO,6,Sasso Sergio Alessandro
21,Udc,3,ADAMO LOGRIECO,7,Murolo Rosa
21,Udc,3,ADAMO LOGRIECO,8,Murolo Gaetano
21,Udc,3,ADAMO LOGRIECO,9,Introna Laura
21,Udc,3,ADAMO LOGRIECO,10,Gadaleta Teresa Maria Grazia
21,Udc,3,ADAMO LOGRIECO,11,Fiorentino Michele
21,Udc,3,ADAMO LOGRIECO,12,Di Terlizzi Gianfranco
21,Udc,3,ADAMO LOGRIECO,13,Cipriani Isabella
21,Udc,3,ADAMO LOGRIECO,14,Caputi Giuseppina
21,Udc,3,ADAMO LOGRIECO,15,Amato Annalisa
21,Udc,3,ADAMO LOGRIECO,16,De Candia Michele 2
21,Udc,3,ADAMO LOGRIECO,17,Patimo Sergio
21,Udc,3,ADAMO LOGRIECO,18,De Palma Gerolamo
21,Udc,3,ADAMO LOGRIECO,19,Ardito Ignazio Mario
21,Udc,3,ADAMO LOGRIECO,20,De Gennaro Francesco
21,Udc,3,ADAMO LOGRIECO,21,Spagnoletta Dalila
21,Udc,3,ADAMO LOGRIECO,22,Gadaleta Ignazio
21,Udc,3,ADAMO LOGRIECO,23,Melè Nicoletta
21,Udc,3,ADAMO LOGRIECO,24,Turci Maria Pia Luigia
22,Fratelli d'Italia,3,ADAMO LOGRIECO,1,Rana Corrado
22,Fratelli d'Italia,3,ADAMO LOGRIECO,2,Tatulli Eliana
22,Fratelli d'Italia,3,ADAMO LOGRIECO,3,Annese Francesco
22,Fratelli d'Italia,3,ADAMO LOGRIECO,4,Annese Mariantonietta
22,Fratelli d'Italia,3,ADAMO LOGRIECO,5,Balacco Ester
22,Fratelli d'Italia,3,ADAMO LOGRIECO,6,Bancalà Angelo
22,Fratelli d'Italia,3,ADAMO LOGRIECO,7,Belgiovine Vittorio Corrado
22,Fratelli d'Italia,3,ADAMO LOGRIECO,8,Cifarelli Addolorata
22,Fratelli d'Italia,3,ADAMO LOGRIECO,9,Cirillo Ignazio
22,Fratelli d'Italia,3,ADAMO LOGRIECO,10,De Candia Michele 3
22,Fratelli d'Italia,3,ADAMO LOGRIECO,11,De Dato Carmela
22,Fratelli d'Italia,3,ADAMO LOGRIECO,12,De Gennaro Antonio
22,Fratelli d'Italia,3,ADAMO LOGRIECO,13,D'elia Elisabetta
22,Fratelli d'Italia,3,ADAMO LOGRIECO,14,Fiore Valentina
22,Fratelli d'Italia,3,ADAMO LOGRIECO,15,Gesmundo Marco Leonardo
22,Fratelli d'Italia,3,ADAMO LOGRIECO,16,Grosso Adalgisa
22,Fratelli d'Italia,3,ADAMO LOGRIECO,17,La Forgia Davide
22,Fratelli d'Italia,3,ADAMO LOGRIECO,18,Lafortezza Michele
22,Fratelli d'Italia,3,ADAMO LOGRIECO,19,Milillo Ferdinando
22,Fratelli d'Italia,3,ADAMO LOGRIECO,20,Napolitano Giuseppina
22,Fratelli d'Italia,3,ADAMO LOGRIECO,21,Ragusa Alfredo
22,Fratelli d'Italia,3,ADAMO LOGRIECO,22,Tattoli Giacomo
22,Fratelli d'Italia,3,ADAMO LOGRIECO,23,Uva Marianna
22,Fratelli d'Italia,3,ADAMO LOGRIECO,24,Varone Angela Maria
