lista_num,lista_nome,candidato_sindaco_num,candidato_sindaco_nome,candidato_num,candidato_nome,cifra_individuale,preferenze
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,14,GESMUNDO MARCO LEONARDO(detto MARCO),858,33
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,22,PIEPOLI PATRIZIA MERCEDES (detta MERCEDES),856,31
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,15,GROSSO ADALGISA,846,21
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,16,MEMOLA MICHELE GIOVANNI (detto MICHELE),842,17
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,11,DE MUSSO MARIA ANNA,841,16
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,24,TATTOLI ANTONIO,841,16
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,8,CILARDI PIETRO,840,15
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,17,MINERVINI PIETRO (detto PIERO),839,14
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,7,CANGELLI DOMENICO,838,13
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,20,MUJROLO LUIGI,838,13
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,10,DE CEGLIA GIACOMO,836,11
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,23,SASSO SERGIO ALESSANDRO (detto ALE),836,11
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,4,ARDITO IGNAZIO MARIO,835,10
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,18,MINERVINI SAVERIO (detto SAVERIO),834,9
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,3,ALOI ANASTASIA,833,8
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,9,DE BENEDITTIS GIUSEPPE,830,5
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,6,BRIO ELENA,829,4
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,19,MISINO SALVATORE (detto SALVA),829,4
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,13,GADALETA TERESA MARIA GRAZIA(detta TERESA),828,3
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,12,DE ZIO CLAUDIO,827,2
12,FRATELLI D'ITALIA,2,MASTROPASQUA PIETRO PAOLO,21,PALAZZI BARBARA,827,2
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,11,de RUVO MARIA ANTONELLA(detta ANTONELLA),636,94
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,21,POLI NICOLA FORTUNATO,583,41
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,10,de BARTOLO GIOVANNI (detto GIANNI),582,40
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,15,INNOMINATO CORRADO,577,35
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,1,ADESSO MARIA SERENA(detta SERENA),576,34
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,3,AZZOLLINI SALVATORE,575,33
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,24,VACCA ANTONIO,566,24
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,9,DALIANI POLI ANNA MARIA,565,23
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,12,de TULLIO ANTONIO,560,18
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,20,PICCA FRANCESCO,558,16
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,5,BINETTI MARIA ANTONIETTA,556,14
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,6,BRATTOLI DOROTEA MARTA (detta DORA),553,11
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,19,PATIMO MAURO (detto MAURIZIO),552,10
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,2,ARMENIO PANTALEO(detto LEO),550,8
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,17,MANICINI CORRADO,548,6
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,7,CAPURSI MARINO,546,4
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,4,BELLIFEMINE MIRIANA,545,3
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,22,PORCELLI ELENA ROSA,544,2
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,8,D'INGEO AURELIA,543,1
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,13,FOGGETTI ETTORE (detto RINO),543,1
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,23,TAFUTO LIONIGI (detto DINO),543,1
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,14,GULINO ALFONSO,542,0
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,16,LIANTONIO LUIGI,542,0
13,PIU' DI COSI' INFANTE SINDACO,3,INFANTE GIOVANNI,18,PARODI AGOSTINO ANGELO,542,0
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,4,AMORUSO FRANCESCA,1450,262
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,24,ZANNA GIUSEPPE (detto BEPPE),1350,162
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,12,DRAGO SALVATORE,1288,100
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,15,IANNONE ANGELA MARIA,1288,100
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,2,ALBERTINI GIAN MICHELE (detto GIANNI),1286,98
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,5,CENTRONE LUISA ANNA (detta LUISA),1277,89
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,17,MINERVINI MANUEL SAVIO (detto MANUEL),1277,89
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,13,FASCIANO MARIA,1251,63
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,16,MINERVINI ALESSANDRA(detta SANDRA),1247,59
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,19,PORTA MANUELA,1247,59
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,14,GADALETA GIUSEPPE VINCENZO (detto BERLINGUER),1239,51
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,21,SASSO GIUSEPPE (detto BEPPE),1238,50
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,7,de CEGLIA SERGIO,1237,49
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,9,de VIRGILIO DAMIANO,1236,48
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,1,AGRIMI GENNARO,1231,43
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,3,ALTAMURA EMILIANO(indipendente),1228,40
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,22,SPADAVECCHIA ISABELLA (detta ISA),1227,39
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,20,SASSO CORRADO ANTONIO (detto ANTONIO),1226,38
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,6,de CANDIA PASQUALE,1225,37
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,8,de IUDICIBUS MARIA TERESA VALERIA,1219,31
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,23,VENTURA CARMEN (detta CARMEN),1217,29
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,18,PORCELLI VINCENZO (detto ENZO) (indipendente),1202,14
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,11,DIGIARO COSIMO (detto MINO),1197,9
14,RIFONDAZIONE PARTITO COMUNISTA COMPAGNI DI STRADA,3,INFANTE GIOVANNI,10,Di TERLIZZI PIERDOMENICO,1189,1
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,21,ROSIELLO GIACOMO (detto BO),1476,398
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,13,LANZA GIROLAMO VIKTOR,1334,256
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,9,de ROBERTIS DARIO,1275,197
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,2,CAMPOREALE TERESA ALESSIA,1151,73
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,7,de GIOIA ANTONELLA,1150,72
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,3,CAPUTI CLAUDIA,1133,55
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,5,CORRIERI ROSSELLA,1121,43
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,6,de CANDIA MARIA TERESA,1114,36
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,1,AMATO MARIA PAOLA,1113,35
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,24,UVA MARIA,1109,31
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,4,CILARDI ANNALISA,1100,22
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,8,de PINTO ANTONIA,1098,20
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,18,POSA ROBERTO,1097,19
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,15,MANCINI SALVATORE,1096,18
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,20,RENNA LUIGI,1095,17
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,23,TRIDENTE WALTER,1095,17
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,12,GAGLIARDI PIETRO (detto ZIOGRO),1089,11
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,17,PISANI FRANCESCO PIO,1089,11
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,16,PAPARELLA PASQUA,1086,8
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,19,RANA DAVIDE,1085,7
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,14,LATTANZI NICOLA (detto NICO),1084,6
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,22,SCIANCALEPORE MAURO,1084,6
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,10,DELL'AQUILA GIOACCHINO,1078,0
15,AVANTI MOLFETTA,4,MINERVINI TOMMASO,11,GADALETA SAVERIO,1078,0
16,IL CONFRONTO,4,MINERVINI TOMMASO,17,SPADAVECCHIA FULVIO OBERDAN (detto FULVIO),965,240
16,IL CONFRONTO,4,MINERVINI TOMMASO,15,PETRUZZELLA CORRADO,880,155
16,IL CONFRONTO,4,MINERVINI TOMMASO,14,PAPAGNA GIUSEPPINA LOREDANA,874,149
16,IL CONFRONTO,4,MINERVINI TOMMASO,20,VISAGGIO LEONARDO ANTONIO,857,132
16,IL CONFRONTO,4,MINERVINI TOMMASO,3,CAPUTI DOROTEA,779,54
16,IL CONFRONTO,4,MINERVINI TOMMASO,11,MEMEO VINCENZO,771,46
16,IL CONFRONTO,4,MINERVINI TOMMASO,16,SCIANCALEPORE ELENA,759,34
16,IL CONFRONTO,4,MINERVINI TOMMASO,19,TURTUR VINCENZO,750,25
16,IL CONFRONTO,4,MINERVINI TOMMASO,12,MICCOLI LILIANA,747,22
16,IL CONFRONTO,4,MINERVINI TOMMASO,5,CIRIELLO ANNA,746,21
16,IL CONFRONTO,4,MINERVINI TOMMASO,9,de PINTO ANTONUA,746,21
16,IL CONFRONTO,4,MINERVINI TOMMASO,6,CORMIO MARIANNA,745,20
16,IL CONFRONTO,4,MINERVINI TOMMASO,10,GADALETA NICOLA,742,17
16,IL CONFRONTO,4,MINERVINI TOMMASO,21,ZENOBIO ANTONIETTA,741,16
16,IL CONFRONTO,4,MINERVINI TOMMASO,18,SURIANO ANTONIO,737,12
16,IL CONFRONTO,4,MINERVINI TOMMASO,1,AMBROSINO GIADA PASQUA,733,8
16,IL CONFRONTO,4,MINERVINI TOMMASO,4,CAPUTO VINCENZA,731,6
16,IL CONFRONTO,4,MINERVINI TOMMASO,7,de CANDIA GAETANO,731,6
16,IL CONFRONTO,4,MINERVINI TOMMASO,13,MONGELLI SAVERIO,731,6
16,IL CONFRONTO,4,MINERVINI TOMMASO,2,BALENZANO MARIO,726,1
16,IL CONFRONTO,4,MINERVINI TOMMASO,8,de GENNARO COSIMA DAMIANA,725,0
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,9,SPADAVECCHIA VINCENZO (detto ENZO),1794,625
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,2,GERMANO CARMELA,1485,316
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,12,ALTAMURA IPPOLITA ANNALISA,1346,177
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,1,DE NICOLO' GIUSEPPE (detto PEPPINO),1289,120
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,5,MINERVINI VINCENZO,1247,78
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,4,SPEZZACATENA ESTER,1216,47
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,3,PETRUZZELLA MARIANNA,1211,42
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,10,MONACO LUIGI,1207,38
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,7,ALTIZIO MARIA RAFFAELLA,1204,35
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,15,de CANDIA MICHELE,1200,31
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,23,MEZZINA ANNA MARIA,1199,30
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,24,COLASANTE CLAUDIANGELA (detta CLAUDIA),1198,29
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,8,CUOCCI DANIELA,1197,28
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,20,PATRUNO CATERINA (detta KETTY),1193,24
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,6,GADALETA PASQUA,1189,20
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,16,TURTUR GIUSEPPE,1186,17
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,17,PISANI VITO,1186,17
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,11,BINETTI SAVINA,1184,15
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,13,ERRICO PIETRO,1181,12
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,22,BUONAROTA CARMEN,1181,12
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,21,de CANDIA NICOLA,1177,8
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,14,MUROLO GIOVANNI,1174,5
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,18,FARNESE PASQUA,1174,5
17,MOLFETTA AL CENTRO,4,MINERVINI TOMMASO,19,ANNACONDIA ARCHINA,1169,0
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,12,de GIOIA ONOFRIO,2389,477
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,16,GINOSA ELENA,2361,449
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,22,SECCHI ROSALBA ANNA,2203,291
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,9,CLAUDIO ADELE MARIA SERENA,2144,232
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,20,SALVEMINI RAFFAELE,2114,202
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,7,CARBONARA MARIA GIUSEPPA (detta GIUSY),2105,193
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,3,AZZOLLINI CORRADO,2044,132
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,1,ABBASCIANO MARIELLA,2012,100
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,8,CESAREO GIUSEPPE,2000,88
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,15,GIANCASPRO GIUSEPPE GIORGIO,1957,45
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,4,CAMPOREALE COSMO (detto MINO),1945,33
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,24,TRIDENTE LAURA,1944,32
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,6,CAPPELLUTI FELICE,1942,30
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,11,de CANDIA ALFREDO ANTONIO,1938,26
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,17,LACI RISTANA,1929,17
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,14,GADALETA DAMIANA,1927,15
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,19,PORCELLI DOMENICO,1926,14
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,21,SCIANCALEPORE MAURO FABIANO,1926,14
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,5,CAMPOREALE FRANCESCO VITO GAETANO,1922,10
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,10,D'AMATO SANTE,1922,10
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,18,MONGELLI VITO,1918,6
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,13,de NICHILO PASQUALE,1916,4
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,2,ALTAMURA PAOLO,1914,2
18,MINERVINI SINDACO,4,MINERVINI TOMMASO,23,SPAGNOLETTI ANTONIO,1914,2
19,PATTO COMUNE,4,MINERVINI TOMMASO,1,MINUTO ANNA CARMELA,1813,742
19,PATTO COMUNE,4,MINERVINI TOMMASO,15,FIORENTINO ANGELO (detto FIORE),1244,173
19,PATTO COMUNE,4,MINERVINI TOMMASO,18,MANGIARANO MAURIZIO,1230,159
19,PATTO COMUNE,4,MINERVINI TOMMASO,24,TAMMACCO FRANCESCO,1173,102
19,PATTO COMUNE,4,MINERVINI TOMMASO,12,D'OSTILIO DOMENICO,1150,79
19,PATTO COMUNE,4,MINERVINI TOMMASO,19,NOCERA SERENA,1144,73
19,PATTO COMUNE,4,MINERVINI TOMMASO,3,BINETTI MARIO (detto WARIO),1131,60
19,PATTO COMUNE,4,MINERVINI TOMMASO,2,ANNESE FRANCESCO (detto CILLI),1113,42
19,PATTO COMUNE,4,MINERVINI TOMMASO,9,de ROBERTIS GIOVANNI,1105,34
19,PATTO COMUNE,4,MINERVINI TOMMASO,20,PETRUZZELLA NICOLA,1102,31
19,PATTO COMUNE,4,MINERVINI TOMMASO,5,CAPUANO ANGELO,1100,29
19,PATTO COMUNE,4,MINERVINI TOMMASO,10,de TULLIO MICHELE,1093,22
19,PATTO COMUNE,4,MINERVINI TOMMASO,13,FABIANO DAVIDE SPIRO,1092,21
19,PATTO COMUNE,4,MINERVINI TOMMASO,8,de NICHILO MICHELE,1091,20
19,PATTO COMUNE,4,MINERVINI TOMMASO,7,CIPPONE PALMA,1085,14
19,PATTO COMUNE,4,MINERVINI TOMMASO,11,RUGGIERO DIMITRI PIO,1084,13
19,PATTO COMUNE,4,MINERVINI TOMMASO,23,STRAGAPEDE FRANCESCA,1084,13
19,PATTO COMUNE,4,MINERVINI TOMMASO,14,FACCITONDO VALENTINO,1082,11
19,PATTO COMUNE,4,MINERVINI TOMMASO,17,GIULIANI NICOLA,1082,11
19,PATTO COMUNE,4,MINERVINI TOMMASO,6,CATANZARO DONATO (detto FRAIN),1073,2
19,PATTO COMUNE,4,MINERVINI TOMMASO,4,BOEZIO MARIANTONIA,1071,0
19,PATTO COMUNE,4,MINERVINI TOMMASO,16,GERMINARIO VINCENZA,1071,0
19,PATTO COMUNE,4,MINERVINI TOMMASO,21,PIGNATELLI ROSARIA,1071,0
19,PATTO COMUNE,4,MINERVINI TOMMASO,22,SPACCAVENTO MARIA,1071,0
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,1,AMATO ROBERT,2673,800
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,18,POLI MARIDDA MARIA,2262,389
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,13,GIANCOLA PASQUALE (detto LILLINO),2179,306
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,7,CARABELLESE DORIANA,2014,141
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,4,BEGA AURORA,1986,113
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,10,de GLIGLO SERGIO,1975,102
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,24,TRIDENTE ROSANNA,1974,101
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,20,ROSELLI ANTONIO (detto FROG),1945,72
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,16,MEZZINA MICHELA,1944,71
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,11,d'ELIA ELISABETTA (detta LUISA),1941,68
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,22,SPADAVECCHIA GIUSEPPE (detto BEPPE),1939,66
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,17,PIERGIOVANNI SAVERIO,1928,55
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,2,ABBATTISTA PORZIA,1913,40
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,23,SPAGNOLETTI ANNA ANTONIA,1909,36
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,12,DELL'OLIO PIETRO,1898,25
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,21,SPACCAVENTO GIUSEPPE,1894,21
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,8,CECI MICHELE,1893,20
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,6,CANTATORE MAURO,1892,19
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,14,IANNELLI GIUSEPPE (PINO detto NERONE),1891,18
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,19,RACANATI NICOLO',1888,15
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,15,MANZONI DAMIANO,1882,9
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,3,ALTOMARE FRANCESCO,1879,6
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,9,de BARI VITTORIO EMANUELE,1878,5
20,MOLFETTA POPOLARE,4,MINERVINI TOMMASO,5,BINETTI DAMIANO,1875,2
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,19,PIERGIOVANNI NICOLA,3069,901
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,2,AMATO ANGELA MARIA ROSARIA (detta ANGELA),2535,367
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,9,FACCHINI GIOVANNI (detto GIANNI),2465,297
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,14,MINERVINI LEONARDO,2384,216
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,8,CAPUTI GIROLAMO (detto GIROLAMO),2292,124
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,12,MESSINA ANTONIA (detta ANTO),2269,101
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,13,MESSINA ANDREA,2266,98
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,4,AZZOLLINI FRANCESCO,2238,70
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,18,PAPPAGALLO LAZZARO (detto RINO),2226,58
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,10,FURIO NICOLA,2215,47
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,20,POLI MICHELE,2207,39
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,22,SAITTI SANTA MARIA (detta SABRINA),2205,37
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,23,SATOR GIOVANNI (detto GIANNI),2205,37
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,15,MIRTO DAMIANA,2204,36
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,16,PALOSCIA ROBERTO NATALE (detto ROBERTO),2197,29
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,11,MERAFINA IMMACOLATA (detta IMMA),2190,22
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,17,PALUMBO OFELIA DINA (detta OFELIA),2188,20
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,6,BUFI MAURO,2187,19
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,7,CALFAPIETRO MARIA LUISA DANIELA (detta DANIELA),2186,18
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,21,ROMANO ANNADORA (detta DORIANA),2181,13
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,1,ALTOMARE ANGELO,2180,12
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,5,BALICE GAETANO SALVATORE (detto NINO),2180,12
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,3,AYROLDI NICOLO' (detto NICO),2179,11
21,CUORE DEMOCRATICO,4,MINERVINI TOMMASO,24,TATTOLI FRANCESCO,2178,10
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,19,PAPARELLA VITO CORADO (detto VITO),2353,667
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,10,CROCIFERO ANTONIA (detta ANTONELLA),2104,418
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,15,la GRASTA GIULIO,1996,310
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,3,BALDUCCI OTTAVIO,1901,215
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,20,ROSELLI CATERINA,1798,112
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,16,LATINO ANGELA PAOLA (detta PAOLA),1765,79
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,18,MASTROPASQUA SEBASTIANO,1759,73
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,21,SPADAVECCHIA IDA ESTER (detta IDA),1752,66
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,22,SPADAVECCHIA MARIELLA,1752,66
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,13,FARINOLA GIUSEPPE,1744,58
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,9,CICCOLELLA RAFFAELLA ANNA ANTONIA (detta RAFFAELLA),1738,52
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,24,VITALE PIETRO,1731,45
